did,handle,displayName,avatar,followedDt,lastPostUri,lastPostDt,followsBack
did:plc:6l5aseyjanu5vadgixokap6m,chelsesaurusrex.bsky.social,𝔠𝔥𝔢𝔩𝔰𝔢𝔞 𝟚 𝔭𝔬𝔬𝔭𝔰,https://av-cdn.bsky.app/img/avatar/plain/did:plc:6l5aseyjanu5vadgixokap6m/bafkreie4qbnljpvpyiz3eptrri3727m5dttma6wbjbay5st4v5qfeiqoyu@jpeg,5/1/2023,at://did:plc:q4slukreoytrjjjhbvowo2il/app.bsky.feed.post/3k656vjhvns2s,8/29/2023,1
did:plc:tec2yqfylskq2czrpplfch6t,friendlykitties.bsky.social,wilf,https://av-cdn.bsky.app/img/avatar/plain/did:plc:tec2yqfylskq2czrpplfch6t/bafkreigyzeiubgvpv2ayxgywmadwmawr2ry753ns3rxhp64fd6cfjmrl3i@jpeg,5/1/2023,at://did:plc:tec2yqfylskq2czrpplfch6t/app.bsky.feed.post/3k65qviyiqh2f,8/30/2023,1
did:plc:mf5dzzqkp7fnmby6blfeljwj,junlper.bsky.social,june,https://av-cdn.bsky.app/img/avatar/plain/did:plc:mf5dzzqkp7fnmby6blfeljwj/bafkreia25xlfqyqr66bbs7xfhcplw5pxmcadkcy2qnlot7whsbmqzu5e6a@jpeg,5/1/2023,at://did:plc:vfpaviw4c2qhbp7u3rul3tuh/app.bsky.feed.post/3k64ogsnkrs2t,8/29/2023,1
did:plc:yf4ay73tyr4k734kbiuqni3u,educatedghost.bsky.social,Doctor Haunted,https://av-cdn.bsky.app/img/avatar/plain/did:plc:yf4ay73tyr4k734kbiuqni3u/bafkreibt4m3kcdpfw5sskpqwayjq4ai2gr424uml6o3lddlnvleu4lr6bu@jpeg,5/1/2023,at://did:plc:yf4ay73tyr4k734kbiuqni3u/app.bsky.feed.post/3jzy6jatk5g2b,7/7/2023,1
did:plc:e53k7tya42bgurd3cucp34a7,dennisbhooper.bsky.social,Dennis B. Hooper,https://av-cdn.bsky.app/img/avatar/plain/did:plc:e53k7tya42bgurd3cucp34a7/bafkreigwohtoepvwvuunpsj5jxfxivf4pdcu6mqnvze32vggi77abbsefu@jpeg,5/1/2023,at://did:plc:fdytgs4gaqz33b5zi7hntjur/app.bsky.feed.post/3k6552bbuf22m,8/29/2023,1
did:plc:rb6l34f6hxij2nbjledztw6p,hanatwothree.gay,hana kim • 김하나 🖤,https://av-cdn.bsky.app/img/avatar/plain/did:plc:rb6l34f6hxij2nbjledztw6p/bafkreihopq23tvwro4gbe3wpeourixy6qkf4zcapdhnbwwwkpr3f6reeim@jpeg,5/1/2023,at://did:plc:rb6l34f6hxij2nbjledztw6p/app.bsky.feed.post/3k657xcliav2p,8/29/2023,1
did:plc:5pyqi5usr5cnvpk5jgtfizko,oofadoofa.bsky.social,normal girl,https://av-cdn.bsky.app/img/avatar/plain/did:plc:5pyqi5usr5cnvpk5jgtfizko/bafkreifvebldhzpu7wkwtcp6u6u64a2w7gx7esyzo7kcxgwin3ye6erbaa@jpeg,5/1/2023,at://did:plc:5pyqi5usr5cnvpk5jgtfizko/app.bsky.feed.post/3k65lkdxgc42z,8/30/2023,1
did:plc:b6pkpzqq3ju6dmr7qgrnkva3,bruh59936375.bsky.social,bruh,https://av-cdn.bsky.app/img/avatar/plain/did:plc:b6pkpzqq3ju6dmr7qgrnkva3/bafkreihty6a5ih44xjwnliappyjtzu5hpw7l5rlpbdge2evf4hvv55e3ky@jpeg,5/1/2023,at://did:plc:b6pkpzqq3ju6dmr7qgrnkva3/app.bsky.feed.post/3jwh2o47qb32e,5/23/2023,1
did:plc:pfbxmdr6fqxrqnjmeb4bldk5,bussyfullofsquid.ink,"Gary, MD",https://av-cdn.bsky.app/img/avatar/plain/did:plc:pfbxmdr6fqxrqnjmeb4bldk5/bafkreigmulpp3yg3o6pj5esgdihi6to6uh3qitq4kb45xvzldcm2sprsj4@jpeg,5/1/2023,at://did:plc:pfbxmdr6fqxrqnjmeb4bldk5/app.bsky.feed.post/3k65dtjsahp2t,8/29/2023,1
did:plc:carsmvltit64lr33yfawmnh7,hotcatmustard.bsky.social,Hotcat mustard 🐈🌭,https://av-cdn.bsky.app/img/avatar/plain/did:plc:carsmvltit64lr33yfawmnh7/bafkreiautpcpufe57gwrq5e6xzaqy5y7s4tfokrllolju73gfmn2zbgape@jpeg,5/1/2023,at://did:plc:carsmvltit64lr33yfawmnh7/app.bsky.feed.post/3k5nfudd5q72e,8/23/2023,1
did:plc:ndnkcgglid6ylmhdqvi22n4z,lasergiant.bsky.social,LG 🆗🆒,https://av-cdn.bsky.app/img/avatar/plain/did:plc:ndnkcgglid6ylmhdqvi22n4z/bafkreicacmygoo23mllx4grhbzzzexotpsqbjdgqadjdbmxcvlvbk6qxbi@jpeg,5/1/2023,at://did:plc:dzfc3nbevijs2oefcipuewfn/app.bsky.feed.post/3k62jhehapj2r,8/30/2023,1
did:plc:j2mgvqy7mdipmazoakqp6lf5,emilyonhere.gay,em 🏳️‍⚧️,https://av-cdn.bsky.app/img/avatar/plain/did:plc:j2mgvqy7mdipmazoakqp6lf5/bafkreigkyvwzkcjjtogdveecg3oqnjjbezbicwns7wlvvq2w2gkijfqx7e@jpeg,5/1/2023,at://did:plc:j2mgvqy7mdipmazoakqp6lf5/app.bsky.feed.post/3k65fglv6yy2n,8/29/2023,1
did:plc:fdmathhv3gbl5qzg442crego,meltedcomputer.bsky.social,melted computer,https://av-cdn.bsky.app/img/avatar/plain/did:plc:fdmathhv3gbl5qzg442crego/bafkreiaicy6objdn5he76dxbcwhjt46wa2fv5tydjlcybyrbogstdngfxu@jpeg,5/1/2023,at://did:plc:246wh4pbpraelasb5frayuko/app.bsky.feed.post/3k65h4sup2723,8/29/2023,1
